n = 10
Capacitate rucsac = 300

Iteratia 1 are rezultatele valide: 

pentru Cautare Aleatoare:

[1, 0, 1, 1, 1, 0, 0, 0, 0, 0], 177

[1, 0, 0, 0, 1, 0, 1, 1, 1, 1], 169

[1, 0, 1, 1, 0, 0, 0, 1, 1, 1], 199

[1, 0, 1, 0, 1, 1, 0, 1, 0, 0], 194

[0, 1, 1, 1, 0, 1, 1, 0, 0, 1], 202

[0, 1, 0, 0, 0, 1, 1, 0, 1, 0], 95

[1, 0, 1, 1, 0, 0, 1, 1, 0, 0], 181

[1, 1, 1, 1, 1, 0, 1, 1, 0, 0], 239

[1, 1, 0, 1, 0, 0, 1, 0, 0, 1], 140

[1, 1, 1, 1, 0, 0, 0, 1, 1, 1], 222

[1, 1, 0, 1, 0, 0, 1, 1, 0, 1], 147

[1, 1, 0, 1, 0, 0, 1, 0, 0, 1], 140

[1, 1, 0, 1, 1, 1, 1, 1, 0, 1], 202

[0, 1, 0, 0, 1, 0, 1, 1, 0, 1], 127

[1, 0, 0, 1, 0, 0, 1, 0, 0, 0], 87

[1, 0, 0, 1, 1, 1, 0, 1, 1, 0], 137

[1, 0, 1, 1, 1, 0, 1, 0, 0, 0], 209

[1, 1, 0, 1, 0, 0, 0, 1, 1, 1], 135

[0, 0, 1, 0, 0, 1, 1, 1, 0, 1], 176

[1, 1, 0, 1, 0, 0, 1, 0, 1, 0], 130

[1, 0, 1, 1, 0, 1, 1, 1, 1, 0], 221

[1, 0, 1, 1, 0, 0, 0, 0, 1, 0], 162

Timp de executie 0.006074799999999936 


pentru Random Hill Climbing: 
[0, 1, 1, 1, 0, 0, 1, 0, 0, 1], 282

Timp de executie 0.0012419999999999654 


Iteratia 3 are rezultatele valide: 

pentru Cautare Aleatoare:

[1, 0, 0, 1, 1, 0, 1, 1, 1, 1], 179

[0, 0, 0, 0, 0, 0, 1, 0, 1, 0], 52

[0, 1, 0, 1, 1, 0, 0, 1, 1, 1], 125

[1, 1, 0, 0, 0, 1, 1, 1, 1, 1], 177

[0, 0, 1, 1, 1, 0, 0, 0, 1, 1], 182

[0, 1, 0, 1, 1, 0, 0, 0, 0, 0], 68

[0, 0, 1, 1, 1, 1, 0, 1, 0, 0], 159

[0, 0, 0, 1, 1, 1, 1, 1, 0, 0], 104

[1, 1, 0, 1, 0, 1, 1, 1, 1, 1], 187

[1, 0, 1, 1, 1, 0, 0, 1, 0, 0], 184

[1, 1, 0, 1, 1, 0, 0, 1, 0, 0], 120

[0, 1, 1, 1, 1, 1, 1, 0, 1, 0], 227

[1, 0, 1, 0, 0, 0, 1, 0, 0, 1], 194

[0, 1, 0, 1, 1, 0, 0, 0, 1, 0], 88

[1, 0, 1, 1, 0, 0, 1, 1, 1, 0], 201

[0, 1, 0, 0, 1, 0, 0, 1, 1, 1], 115

[0, 1, 0, 1, 0, 1, 1, 1, 0, 1], 122

[0, 0, 1, 0, 0, 1, 1, 1, 1, 0], 166

[1, 1, 1, 1, 1, 1, 1, 1, 0, 0], 259

[0, 1, 0, 1, 1, 1, 0, 1, 1, 0], 115

[1, 0, 1, 1, 1, 0, 1, 0, 0, 0], 209

[1, 0, 1, 1, 0, 0, 1, 0, 1, 1], 224

[1, 1, 1, 0, 0, 1, 0, 0, 0, 0], 175

[1, 0, 0, 0, 0, 0, 0, 0, 0, 0], 45

[1, 0, 1, 0, 1, 0, 1, 1, 1, 0], 226

[0, 1, 0, 0, 1, 1, 1, 1, 1, 0], 137

[0, 1, 1, 0, 0, 0, 1, 0, 0, 0], 142

[1, 0, 0, 0, 0, 1, 0, 1, 1, 0], 92

[1, 1, 0, 1, 0, 1, 1, 0, 0, 0], 130

[1, 0, 0, 1, 1, 1, 1, 1, 1, 0], 169

[0, 0, 1, 1, 0, 0, 0, 0, 0, 1], 127

[0, 1, 1, 1, 1, 0, 0, 0, 0, 0], 155

[1, 1, 1, 1, 0, 0, 0, 1, 0, 0], 172

[0, 1, 0, 1, 1, 0, 1, 1, 1, 0], 127

[0, 1, 1, 1, 1, 1, 1, 0, 1, 1], 257

[1, 0, 1, 1, 0, 1, 0, 0, 0, 1], 192

[1, 1, 0, 0, 1, 0, 1, 0, 1, 1], 185

[0, 1, 1, 1, 0, 0, 0, 1, 0, 0], 127

[1, 1, 1, 0, 1, 1, 1, 1, 0, 0], 249

[0, 0, 0, 0, 1, 0, 1, 1, 1, 0], 94

[0, 1, 0, 0, 0, 0, 1, 1, 0, 1], 92

[0, 0, 0, 0, 0, 1, 0, 1, 1, 1], 77

[1, 0, 1, 1, 1, 1, 0, 0, 1, 1], 247

[1, 1, 0, 1, 0, 1, 1, 0, 1, 1], 180

[1, 1, 1, 1, 1, 1, 1, 1, 0, 1], 289

[1, 1, 0, 0, 0, 0, 1, 0, 0, 0], 100

[1, 1, 1, 0, 0, 1, 0, 0, 1, 0], 195

[1, 0, 1, 0, 0, 1, 1, 0, 1, 1], 234

[0, 0, 0, 0, 1, 1, 1, 1, 1, 0], 114

[0, 0, 1, 1, 0, 1, 1, 0, 1, 0], 169

[0, 1, 0, 0, 0, 1, 1, 1, 1, 1], 132

[0, 0, 1, 0, 1, 0, 1, 1, 1, 1], 211

[1, 1, 0, 0, 0, 1, 1, 1, 1, 1], 177

[1, 0, 0, 0, 1, 0, 1, 1, 0, 0], 119

[0, 1, 0, 0, 1, 1, 0, 1, 0, 0], 85

[1, 0, 1, 0, 1, 0, 0, 0, 0, 1], 197

[1, 1, 1, 0, 0, 1, 1, 0, 1, 0], 227

[0, 0, 1, 1, 1, 0, 1, 0, 0, 0], 164

[0, 1, 1, 0, 1, 0, 0, 1, 0, 1], 182

[1, 1, 0, 1, 0, 0, 1, 0, 0, 0], 110

[0, 1, 1, 1, 0, 0, 0, 0, 1, 1], 170

[0, 1, 0, 1, 1, 1, 1, 1, 1, 0], 147

[1, 0, 1, 1, 0, 0, 1, 0, 1, 0], 194

[1, 0, 1, 0, 1, 0, 1, 1, 1, 1], 256

[1, 0, 1, 1, 0, 1, 0, 0, 0, 0], 162

[0, 0, 1, 1, 1, 1, 1, 1, 0, 0], 191

[1, 1, 1, 0, 0, 1, 1, 1, 1, 0], 234

[1, 1, 0, 0, 1, 0, 1, 0, 0, 1], 165

[1, 1, 0, 1, 1, 0, 1, 0, 1, 0], 165

[0, 1, 1, 0, 0, 1, 0, 1, 1, 0], 157

[0, 0, 0, 0, 0, 0, 0, 0, 1, 1], 50

[0, 1, 0, 0, 0, 0, 0, 0, 0, 1], 53

[0, 0, 1, 0, 1, 0, 1, 1, 0, 1], 191

[0, 0, 1, 0, 1, 0, 1, 1, 0, 0], 161

[0, 0, 1, 0, 0, 0, 1, 0, 1, 1], 169

[0, 1, 1, 0, 1, 0, 1, 1, 0, 0], 184

[1, 0, 0, 1, 1, 1, 1, 0, 0, 0], 142

[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 0

[0, 1, 0, 1, 1, 1, 0, 1, 0, 0], 95

[1, 0, 0, 1, 0, 1, 0, 1, 0, 0], 82

[1, 0, 1, 1, 1, 1, 0, 1, 1, 0], 224

[0, 1, 0, 1, 1, 0, 1, 1, 0, 0], 107

[1, 0, 0, 1, 1, 1, 0, 1, 0, 0], 117

[1, 0, 1, 0, 0, 0, 0, 0, 1, 1], 182

[1, 0, 0, 0, 1, 0, 1, 0, 0, 1], 142

[0, 0, 0, 0, 1, 1, 0, 0, 1, 0], 75

[0, 0, 1, 0, 1, 0, 0, 1, 1, 0], 149

[1, 0, 0, 1, 0, 1, 0, 0, 0, 1], 105

[1, 0, 1, 1, 1, 1, 1, 1, 1, 0], 256

[0, 0, 0, 0, 1, 0, 1, 0, 1, 1], 117

[1, 1, 0, 1, 0, 0, 1, 0, 0, 0], 110

[0, 0, 1, 0, 0, 1, 1, 1, 0, 1], 176

[0, 1, 1, 0, 0, 1, 1, 0, 1, 0], 182

[0, 0, 1, 1, 1, 1, 0, 0, 1, 1], 202

[0, 1, 0, 0, 1, 1, 0, 0, 0, 0], 78

[0, 0, 0, 0, 1, 1, 0, 0, 0, 1], 85

[0, 1, 0, 1, 1, 0, 1, 0, 0, 1], 130

[1, 0, 0, 1, 1, 1, 0, 0, 0, 1], 140

[1, 0, 1, 0, 0, 1, 1, 1, 0, 1], 221

[1, 1, 0, 0, 1, 1, 0, 1, 0, 1], 160

Timp de executie 0.0060267000000000515 


pentru Random Hill Climbing: 
[0, 0, 0, 0, 1, 1, 1, 1, 0, 1], 264

Timp de executie 0.0010973000000000788 


Iteratia 4 are rezultatele valide: 

pentru Cautare Aleatoare:

[1, 1, 1, 0, 0, 1, 1, 1, 1, 1], 264

[1, 1, 1, 0, 1, 0, 1, 0, 0, 1], 252

[1, 0, 1, 0, 1, 1, 1, 0, 0, 1], 249

[0, 0, 1, 1, 0, 0, 1, 0, 1, 0], 149

[0, 0, 0, 0, 1, 0, 0, 0, 0, 0], 35

[1, 1, 1, 1, 1, 0, 0, 1, 0, 1], 237

[0, 0, 1, 1, 0, 0, 0, 1, 1, 0], 124

[0, 1, 0, 1, 0, 0, 1, 1, 1, 1], 122

[1, 1, 0, 0, 1, 0, 1, 0, 0, 1], 165

[0, 1, 0, 1, 0, 0, 0, 0, 1, 0], 53

[0, 1, 0, 1, 0, 0, 0, 1, 1, 0], 60

[0, 0, 0, 1, 0, 0, 0, 1, 0, 1], 47

[0, 1, 0, 1, 1, 1, 0, 0, 1, 1], 138

[0, 0, 1, 1, 0, 1, 1, 1, 1, 1], 206

[0, 0, 0, 1, 1, 1, 0, 1, 0, 0], 72

[1, 1, 1, 0, 1, 0, 1, 0, 0, 1], 252

